year,hid,province,district,zone,starch,pulses,meat,vegetables,oil,fruits,milk,sugar,FCS,FCG,FS_final,DDS,GDDS
2018,3950,WEST,RUTSIRO,LAKE KIVU COFFEE ZONE,7,7,0,0,3,0,0,4,38.5,3,1,3,1
2018,3951,WEST,RUTSIRO,LAKE KIVU COFFEE ZONE,7,4,2,7,7,0,0,7,48.0,3,1,5,2
2018,3952,SOUTH,GISAGARA,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,7,1,7,7,7,0,0,56.5,3,1,6,2
2018,3953,WEST,RUTSIRO,LAKE KIVU COFFEE ZONE,7,6,0,6,5,0,3,0,52.5,3,1,5,2
2018,3954,WEST,RUSIZI,LAKE KIVU COFFEE ZONE,7,7,0,3,2,0,0,4,41.0,3,1,4,1
2018,3955,NORTH,GAKENKE,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,0,7,5,0,0,3,46.0,3,1,4,1
2018,3956,WEST,NYAMASHEKE,LAKE KIVU COFFEE ZONE,7,7,0,7,4,0,0,0,44.0,3,2,4,1
2018,3957,WEST,KARONGI,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,6,0,5,7,1,0,3,43.0,3,2,5,2
2018,3958,SOUTH,KAMONYI,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,5,2,7,7,4,2,7,63.0,3,2,7,3
2018,3959,NORTH,GAKENKE,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,0,3,0,2,1,0,44.0,3,2,5,2
2018,3960,WEST,NYAMASHEKE,LAKE KIVU COFFEE ZONE,7,4,0,3,3,0,0,0,30.5,2,3,4,1
2018,3961,NORTH,BURERA,NORTHERN HIGHLAND BEANS AND WHEAT ZONE,7,5,0,7,0,0,0,0,36.0,3,2,3,1
2018,3962,SOUTH,NYANZA,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,0,3,7,0,7,7,73.0,3,2,5,2
2018,3963,WEST,RUTSIRO,WEST CONGO-NILE CREST TEA ZONE,7,7,0,5,7,2,0,2,46.5,3,1,5,2
2018,3964,SOUTH,GISAGARA,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,6,0,5,7,3,0,4,45.5,3,1,5,2
2018,3965,EAST,NGOMA,SOUTHEASTERN PLATEAU BANANA ZONE,7,7,0,7,7,0,7,3,75.0,3,1,5,2
2018,3966,WEST,NGORORERO,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,2,7,7,2,0,2,56.5,3,1,6,2
2018,3967,NORTH,BURERA,NORTHWEST VOLCANIC IRISH POTATO ZONE,7,7,0,7,0,0,0,0,42.0,3,1,3,1
2018,3968,SOUTH,MUHANGA,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,7,0,7,7,7,0,7,56.0,3,1,5,2
2018,3969,NORTH,BURERA,NORTHWEST VOLCANIC IRISH POTATO ZONE,7,6,0,7,2,0,0,0,40.0,3,2,4,1
2018,3970,WEST,KARONGI,LAKE KIVU COFFEE ZONE,7,5,0,5,0,0,3,0,46.0,3,1,4,1
2018,3971,SOUTH,NYANZA,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,7,0,7,3,2,2,2,54.5,3,1,6,2
2018,3972,SOUTH,GISAGARA,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,7,0,7,2,0,0,0,43.0,3,1,4,1
2018,3973,SOUTH,NYAMAGABE,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,0,1,7,0,0,7,43.0,3,1,4,1
2018,3974,WEST,NYABIHU,NORTHWEST VOLCANIC IRISH POTATO ZONE,7,4,0,7,1,0,0,0,33.5,2,3,4,1
2018,3975,WEST,NGORORERO,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,1,7,7,0,0,7,53.0,3,2,5,2
2018,3976,SOUTH,NYAMAGABE,WEST CONGO-NILE CREST TEA ZONE,7,7,0,3,7,0,0,2,42.5,3,2,4,1
2018,3977,NORTH,GAKENKE,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,0,7,4,3,2,3,56.5,3,2,6,2
2018,3978,SOUTH,MUHANGA,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,7,0,7,7,0,0,7,49.0,3,2,4,1
2018,3979,EAST,KIREHE,SOUTHEASTERN PLATEAU BANANA ZONE,7,5,1,6,5,7,0,7,52.0,3,1,6,2
2018,3980,WEST,NYAMASHEKE,WEST CONGO-NILE CREST TEA ZONE,7,3,0,5,7,0,0,5,34.0,2,2,4,1
2018,3981,NORTH,GAKENKE,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,6,2,6,7,3,0,4,54.5,3,1,6,2
2018,3982,EAST,RWAMAGANA,SOUTHEASTERN PLATEAU BANANA ZONE,7,7,0,7,7,0,0,4,47.5,3,1,4,1
2018,3983,WEST,NYAMASHEKE,LAKE KIVU COFFEE ZONE,7,7,1,6,1,0,0,0,45.5,3,1,5,2
2018,3984,EAST,GATSIBO,EASTERN PLATEAU MIXED AGRICULTURE ZONE,7,7,0,4,3,0,0,1,41.0,3,1,4,1
2018,3985,WEST,NYABIHU,WEST CONGO-NILE CREST TEA ZONE,7,4,0,4,4,0,0,0,32.0,2,2,4,1
2018,3986,SOUTH,RUHANGO,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,7,0,7,7,2,7,4,77.5,3,1,6,2
2018,3987,SOUTH,MUHANGA,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,0,5,7,0,0,0,43.5,3,1,4,1
2018,3988,NORTH,MUSANZE,NORTHWEST VOLCANIC IRISH POTATO ZONE,7,7,0,3,0,2,0,0,40.0,3,1,4,1
2018,3989,SOUTH,MUHANGA,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,2,7,7,0,0,7,57.0,3,2,5,2
2018,3990,WEST,KARONGI,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,0,6,7,2,4,3,64.0,3,1,6,2
2018,3991,NORTH,MUSANZE,NORTHWEST VOLCANIC IRISH POTATO ZONE,7,7,0,4,3,0,0,0,40.5,3,1,4,1
2018,3992,NORTH,RULINDO,"CENTRAL-NORTHERN HIGHLAND IRISH POTATO, BEANS AND VEGETABLE",7,7,0,7,7,1,0,0,46.5,3,1,5,2
2018,3993,NORTH,MUSANZE,NORTHWEST VOLCANIC IRISH POTATO ZONE,7,7,0,5,3,0,7,5,72.0,3,2,5,2
2018,3994,WEST,NGORORERO,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,5,0,4,4,2,2,0,45.0,3,2,6,2
2018,3995,EAST,RWAMAGANA,SOUTHEASTERN PLATEAU BANANA ZONE,7,7,0,6,4,7,0,2,51.0,3,2,5,2
2018,3996,WEST,NYAMASHEKE,LAKE KIVU COFFEE ZONE,7,7,2,5,7,0,0,0,51.5,3,1,5,2
2018,3997,EAST,BUGESERA,BUGESERA CASSAVA ZONE,7,7,0,3,4,1,0,0,41.0,3,1,5,2
2018,3998,WEST,RUTSIRO,WEST CONGO-NILE CREST TEA ZONE,7,7,0,5,4,2,7,3,73.5,3,1,6,2
2018,3999,WEST,NYABIHU,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,0,7,7,0,2,3,55.0,3,1,5,2
2018,4000,NORTH,GAKENKE,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,0,7,7,1,0,4,48.5,3,1,5,2
2018,4001,SOUTH,MUHANGA,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,3,7,7,2,0,2,60.5,3,2,6,2
2018,4002,NORTH,BURERA,NORTHERN HIGHLAND BEANS AND WHEAT ZONE,7,7,0,5,7,0,7,0,71.5,3,1,5,2
2018,4003,EAST,NGOMA,SOUTHEASTERN PLATEAU BANANA ZONE,7,7,3,7,5,7,7,7,95.0,3,1,7,3
2018,4004,NORTH,BURERA,NORTHERN HIGHLAND BEANS AND WHEAT ZONE,7,7,0,7,4,0,0,2,45.0,3,1,4,1
2018,4005,SOUTH,MUHANGA,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,7,0,7,2,0,0,6,46.0,3,1,4,1
2018,4006,NORTH,MUSANZE,NORTHWEST VOLCANIC IRISH POTATO ZONE,7,7,0,7,3,0,1,0,47.5,3,1,5,2
2018,4007,EAST,NGOMA,SOUTHEASTERN PLATEAU BANANA ZONE,7,7,0,7,7,0,0,2,46.5,3,1,4,1
2018,4008,NORTH,GICUMBI,"CENTRAL-NORTHERN HIGHLAND IRISH POTATO, BEANS AND VEGETABLE",7,7,0,7,3,7,0,0,50.5,3,1,5,2
2018,4009,SOUTH,MUHANGA,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,2,7,7,3,0,5,59.0,3,1,6,2
2018,4010,EAST,KIREHE,SOUTHEASTERN PLATEAU BANANA ZONE,7,7,0,3,4,0,0,1,40.5,3,2,4,1
2018,4011,NORTH,BURERA,NORTHWEST VOLCANIC IRISH POTATO ZONE,7,7,0,0,1,0,0,0,35.5,3,1,3,1
2018,4012,NORTH,MUSANZE,NORTHWEST VOLCANIC IRISH POTATO ZONE,7,7,0,4,0,0,0,2,40.0,3,1,3,1
2018,4013,SOUTH,GISAGARA,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,7,0,4,3,0,0,0,40.5,3,1,4,1
2018,4014,WEST,RUSIZI,LAKE KIVU COFFEE ZONE,7,7,0,7,7,0,0,7,49.0,3,1,4,1
2018,4015,NORTH,BURERA,NORTHERN HIGHLAND BEANS AND WHEAT ZONE,7,7,0,3,2,0,0,0,39.0,3,2,4,1
2018,4016,SOUTH,NYARUGURU,WEST CONGO-NILE CREST TEA ZONE,7,7,0,7,7,0,1,1,50.0,3,1,5,2
2018,4017,NORTH,GICUMBI,"CENTRAL-NORTHERN HIGHLAND IRISH POTATO, BEANS AND VEGETABLE",7,7,1,7,4,2,0,0,50.0,3,1,6,2
2018,4018,EAST,KAYONZA,SOUTHEASTERN PLATEAU BANANA ZONE,7,7,0,7,5,0,0,5,47.0,3,1,4,1
2018,4019,WEST,NYABIHU,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,0,7,3,0,0,0,43.5,3,1,4,1
2018,4020,NORTH,GAKENKE,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,0,7,3,3,0,2,47.5,3,1,5,2
2018,4021,WEST,NGORORERO,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,0,4,3,0,0,0,40.5,3,1,4,1
2018,4022,SOUTH,MUHANGA,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,7,0,7,6,0,0,4,47.0,3,1,4,1
2018,4023,SOUTH,MUHANGA,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,2,7,5,2,0,0,54.5,3,2,6,2
2018,4024,WEST,RUBAVU,NORTHWEST VOLCANIC IRISH POTATO ZONE,7,2,0,5,2,3,0,0,29.0,2,3,5,2
2018,4025,SOUTH,NYARUGURU,WEST CONGO-NILE CREST TEA ZONE,7,7,0,7,7,0,0,0,45.5,3,1,4,1
2018,4026,SOUTH,NYARUGURU,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,0,7,7,0,0,0,45.5,3,1,4,1
2018,4027,EAST,BUGESERA,BUGESERA CASSAVA ZONE,7,7,0,0,5,3,5,7,64.0,3,1,5,2
2018,4028,WEST,KARONGI,WEST CONGO-NILE CREST TEA ZONE,7,7,0,4,1,0,0,0,39.5,3,2,4,1
2018,4029,WEST,KARONGI,WEST CONGO-NILE CREST TEA ZONE,7,7,0,4,3,0,0,0,40.5,3,2,4,1
2018,4030,SOUTH,MUHANGA,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,3,0,7,3,0,0,4,33.5,2,3,4,1
2018,4031,NORTH,RULINDO,"CENTRAL-NORTHERN HIGHLAND IRISH POTATO, BEANS AND VEGETABLE",7,7,0,5,7,0,0,0,43.5,3,1,4,1
2018,4032,NORTH,BURERA,NORTHERN HIGHLAND BEANS AND WHEAT ZONE,7,3,0,4,0,0,2,0,35.0,2,2,4,1
2018,4033,WEST,RUBAVU,NORTHWEST VOLCANIC IRISH POTATO ZONE,7,5,0,4,0,0,1,2,38.0,3,2,4,1
2018,4034,WEST,RUSIZI,LAKE KIVU COFFEE ZONE,7,7,0,6,7,3,0,3,49.0,3,2,5,2
2018,4035,SOUTH,NYAMAGABE,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,0,7,7,0,1,0,49.5,3,2,5,2
2018,4036,EAST,GATSIBO,EASTERN PLATEAU MIXED AGRICULTURE ZONE,7,7,0,4,4,2,7,7,74.5,3,1,6,2
2018,4037,NORTH,BURERA,NORTHERN HIGHLAND BEANS AND WHEAT ZONE,7,2,0,7,3,0,0,0,28.5,2,2,4,1
2018,4038,EAST,RWAMAGANA,SOUTHEASTERN PLATEAU BANANA ZONE,7,7,1,7,7,0,1,2,54.5,3,1,6,2
2018,4039,EAST,BUGESERA,BUGESERA CASSAVA ZONE,7,7,0,6,4,0,3,5,57.5,3,1,5,2
2018,4040,NORTH,BURERA,NORTHERN HIGHLAND BEANS AND WHEAT ZONE,7,7,0,0,3,3,2,3,49.0,3,2,5,2
2018,4041,SOUTH,HUYE,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,7,0,0,0,0,0,0,35.0,2,3,2,1
2018,4042,SOUTH,GISAGARA,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,2,0,5,2,2,0,2,29.0,2,2,5,2
2018,4043,WEST,NYABIHU,NORTHWEST VOLCANIC IRISH POTATO ZONE,7,7,0,7,5,3,0,7,51.0,3,1,5,2
2018,4044,WEST,NYABIHU,NORTHWEST VOLCANIC IRISH POTATO ZONE,7,3,0,0,1,0,0,0,23.5,2,3,3,1
2018,4045,SOUTH,GISAGARA,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,7,0,7,7,0,0,7,49.0,3,2,4,1
2018,4046,NORTH,BURERA,NORTHWEST VOLCANIC IRISH POTATO ZONE,7,7,0,7,2,0,0,0,43.0,3,1,4,1
2018,4047,WEST,NGORORERO,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,0,6,5,0,0,3,45.0,3,1,4,1
2018,4048,EAST,NYAGATARE,EASTERN PLATEAU MIXED AGRICULTURE ZONE,7,7,0,3,0,3,0,1,41.5,3,1,4,1
2018,4049,NORTH,BURERA,NORTHERN HIGHLAND BEANS AND WHEAT ZONE,7,7,1,5,7,4,0,4,53.5,3,1,6,2
2018,4050,NORTH,GICUMBI,EASTERN PLATEAU MIXED AGRICULTURE ZONE,7,7,0,7,7,3,7,7,80.0,3,1,6,2
2018,4051,SOUTH,RUHANGO,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,7,1,7,7,7,7,3,86.0,3,1,7,3
2018,4052,WEST,NYABIHU,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,3,0,3,0,0,0,0,26.0,2,3,3,1
2018,4053,SOUTH,NYAMAGABE,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,0,7,7,0,0,0,45.5,3,1,4,1
2018,4054,EAST,BUGESERA,BUGESERA CASSAVA ZONE,7,7,0,6,1,2,0,0,43.5,3,1,5,2
2018,4055,EAST,NYAGATARE,EASTERN PLATEAU MIXED AGRICULTURE ZONE,7,7,1,0,2,0,1,0,44.0,3,2,5,2
2018,4056,WEST,NYABIHU,WEST CONGO-NILE CREST TEA ZONE,7,5,0,7,2,0,0,0,37.0,3,1,4,1
2018,4057,NORTH,BURERA,NORTHERN HIGHLAND BEANS AND WHEAT ZONE,7,7,7,7,1,0,0,7,74.0,3,1,5,2
2018,4058,WEST,NGORORERO,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,2,4,7,0,0,7,54.0,3,2,5,2
2018,4059,SOUTH,GISAGARA,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,7,0,7,7,2,0,0,47.5,3,1,5,2
2018,4060,NORTH,GICUMBI,"CENTRAL-NORTHERN HIGHLAND IRISH POTATO, BEANS AND VEGETABLE",7,7,0,6,2,2,3,3,57.5,3,1,6,2
2018,4061,EAST,RWAMAGANA,SOUTHEASTERN PLATEAU BANANA ZONE,7,7,1,4,7,0,7,7,78.0,3,1,6,2
2018,4062,NORTH,BURERA,NORTHERN HIGHLAND BEANS AND WHEAT ZONE,7,7,0,7,4,0,0,7,47.5,3,2,4,1
2018,4063,NORTH,GICUMBI,"CENTRAL-NORTHERN HIGHLAND IRISH POTATO, BEANS AND VEGETABLE",7,7,0,7,7,1,0,7,50.0,3,2,5,2
2018,4064,EAST,GATSIBO,EASTERN PLATEAU MIXED AGRICULTURE ZONE,7,7,0,7,5,2,0,6,49.5,3,2,5,2
2018,4065,WEST,RUTSIRO,LAKE KIVU COFFEE ZONE,7,4,1,6,2,4,3,3,54.5,3,1,7,3
2018,4066,EAST,KIREHE,EASTERN SEMI-ARID AGROPASTORAL ZONE,7,4,0,5,3,3,0,0,35.5,3,1,5,2
2018,4067,WEST,KARONGI,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,5,0,3,4,0,0,0,34.0,2,2,4,1
2018,4068,WEST,RUBAVU,LAKE KIVU COFFEE ZONE,7,7,0,3,1,0,0,1,39.0,3,1,4,1
2018,4069,SOUTH,MUHANGA,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,0,5,4,0,0,0,42.0,3,2,4,1
2018,4070,SOUTH,NYAMAGABE,WEST CONGO-NILE CREST TEA ZONE,7,7,0,7,7,1,0,0,46.5,3,1,5,2
2018,4071,NORTH,RULINDO,"CENTRAL-NORTHERN HIGHLAND IRISH POTATO, BEANS AND VEGETABLE",7,7,0,4,4,0,0,3,42.5,3,1,4,1
2018,4072,SOUTH,MUHANGA,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,4,0,7,0,0,0,0,33.0,2,2,3,1
2018,4073,WEST,NYAMASHEKE,LAKE KIVU COFFEE ZONE,7,3,0,4,5,1,0,0,30.5,2,3,5,2
2018,4074,WEST,NYABIHU,WEST CONGO-NILE CREST TEA ZONE,7,7,0,7,0,0,7,0,70.0,3,2,4,1
2018,4075,EAST,KIREHE,EASTERN SEMI-ARID AGROPASTORAL ZONE,7,7,0,4,3,0,0,0,40.5,3,2,4,1
2018,4076,SOUTH,NYARUGURU,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,0,0,7,7,3,0,0,27.5,2,3,4,1
2018,4077,EAST,KIREHE,SOUTHEASTERN PLATEAU BANANA ZONE,7,7,3,7,7,7,0,7,68.0,3,2,6,2
2018,4078,SOUTH,MUHANGA,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,1,5,7,0,0,5,50.0,3,1,5,2
2018,4079,SOUTH,KAMONYI,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,3,0,4,7,0,2,7,42.0,3,2,5,2
2018,4080,SOUTH,MUHANGA,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,5,0,7,4,0,0,2,39.0,3,1,4,1
2018,4081,EAST,KIREHE,SOUTHEASTERN PLATEAU BANANA ZONE,7,7,0,5,0,0,7,0,68.0,3,1,4,1
2018,4082,EAST,NYAGATARE,EASTERN PLATEAU MIXED AGRICULTURE ZONE,7,7,0,7,7,0,4,7,65.0,3,2,5,2
2018,4083,WEST,RUBAVU,NORTHWEST VOLCANIC IRISH POTATO ZONE,7,7,0,7,4,0,7,0,72.0,3,1,5,2
2018,4084,SOUTH,MUHANGA,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,7,0,7,7,0,0,0,45.5,3,1,4,1
2018,4085,NORTH,BURERA,NORTHERN HIGHLAND BEANS AND WHEAT ZONE,7,6,0,4,1,0,7,4,66.5,3,1,5,2
2018,4086,WEST,NYAMASHEKE,LAKE KIVU COFFEE ZONE,7,1,0,7,4,0,0,7,29.5,2,3,4,1
2018,4087,WEST,NYAMASHEKE,WEST CONGO-NILE CREST TEA ZONE,7,4,0,6,6,3,0,2,39.0,3,1,5,2
2018,4088,SOUTH,NYARUGURU,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,7,0,7,7,2,0,7,51.0,3,1,5,2
2018,4089,SOUTH,NYANZA,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,6,1,7,2,0,0,0,44.0,3,1,5,2
2018,4090,WEST,RUTSIRO,LAKE KIVU COFFEE ZONE,7,7,0,3,4,0,0,0,40.0,3,2,4,1
2018,4091,WEST,RUBAVU,LAKE KIVU COFFEE ZONE,7,7,0,4,5,1,0,0,42.5,3,2,5,2
2018,4092,SOUTH,KAMONYI,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,7,0,7,7,1,0,3,48.0,3,2,5,2
2018,4093,WEST,RUBAVU,NORTHWEST VOLCANIC IRISH POTATO ZONE,7,5,0,6,2,0,0,0,36.0,3,2,4,1
2018,4094,EAST,GATSIBO,EASTERN PLATEAU MIXED AGRICULTURE ZONE,7,7,0,7,4,3,7,5,77.5,3,1,6,2
2018,4095,NORTH,MUSANZE,NORTHWEST VOLCANIC IRISH POTATO ZONE,7,7,0,6,4,0,0,2,44.0,3,1,4,1
2018,4096,NORTH,MUSANZE,NORTHWEST VOLCANIC IRISH POTATO ZONE,7,7,0,7,3,0,7,0,71.5,3,1,5,2
2018,4097,SOUTH,KAMONYI,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,7,0,7,7,0,7,5,76.0,3,1,5,2
2018,4098,WEST,NGORORERO,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,0,5,6,0,0,0,43.0,3,2,4,1
2018,4099,WEST,NYABIHU,WEST CONGO-NILE CREST TEA ZONE,7,7,0,7,0,0,0,7,45.5,3,1,3,1
2018,4100,NORTH,GICUMBI,"CENTRAL-NORTHERN HIGHLAND IRISH POTATO, BEANS AND VEGETABLE",7,7,0,7,7,2,3,7,63.0,3,1,6,2
2018,4101,NORTH,GAKENKE,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,0,7,7,3,7,0,76.5,3,1,6,2
2018,4102,WEST,NYABIHU,WEST CONGO-NILE CREST TEA ZONE,7,7,0,7,0,0,0,0,42.0,3,1,3,1
2018,4103,NORTH,BURERA,NORTHERN HIGHLAND BEANS AND WHEAT ZONE,7,7,0,4,4,2,0,0,43.0,3,1,5,2
2018,4104,WEST,KARONGI,WEST CONGO-NILE CREST TEA ZONE,7,7,2,7,7,0,0,0,53.5,3,2,5,2
2018,4105,SOUTH,GISAGARA,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,7,0,6,7,0,0,4,46.5,3,1,4,1
2018,4106,SOUTH,NYARUGURU,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,0,7,7,4,7,0,77.5,3,1,6,2
2018,4107,SOUTH,NYARUGURU,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,0,7,7,0,0,7,49.0,3,2,4,1
2018,4108,SOUTH,NYAMAGABE,WEST CONGO-NILE CREST TEA ZONE,7,7,1,7,7,3,0,0,52.5,3,1,6,2
2018,4109,WEST,RUTSIRO,LAKE KIVU COFFEE ZONE,7,3,0,6,2,0,0,3,31.5,2,2,4,1
2018,4110,SOUTH,NYAMAGABE,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,0,7,3,2,0,2,46.5,3,1,5,2
2018,4111,WEST,NGORORERO,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,0,0,3,0,0,0,36.5,3,1,3,1
2018,4112,NORTH,BURERA,NORTHERN HIGHLAND BEANS AND WHEAT ZONE,7,4,0,0,0,0,0,0,26.0,2,3,2,1
2018,4113,WEST,RUSIZI,LAKE KIVU COFFEE ZONE,7,4,1,7,6,3,0,0,43.0,3,2,6,2
2018,4114,NORTH,GAKENKE,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,1,7,4,2,1,2,55.0,3,1,7,3
2018,4115,NORTH,RULINDO,"CENTRAL-NORTHERN HIGHLAND IRISH POTATO, BEANS AND VEGETABLE",7,7,0,6,7,2,2,0,54.5,3,2,6,2
2018,4116,WEST,NYABIHU,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,0,3,0,0,0,0,38.0,3,2,3,1
2018,4117,SOUTH,NYARUGURU,WEST CONGO-NILE CREST TEA ZONE,7,7,0,5,2,0,0,0,41.0,3,2,4,1
2018,4118,SOUTH,NYANZA,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,7,0,7,2,0,3,3,56.5,3,1,5,2
2018,4119,WEST,RUTSIRO,WEST CONGO-NILE CREST TEA ZONE,7,3,0,3,0,0,0,0,26.0,2,2,3,1
2018,4120,WEST,NGORORERO,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,5,2,6,3,0,0,3,46.0,3,2,5,2
2018,4121,NORTH,MUSANZE,NORTHWEST VOLCANIC IRISH POTATO ZONE,7,3,0,1,0,0,0,0,24.0,2,3,3,1
2018,4122,WEST,RUBAVU,NORTHWEST VOLCANIC IRISH POTATO ZONE,7,7,0,4,0,0,0,0,39.0,3,2,3,1
2018,4123,NORTH,GAKENKE,NORTHERN HIGHLAND BEANS AND WHEAT ZONE,7,7,0,7,3,2,0,0,45.5,3,1,5,2
2018,4124,SOUTH,NYARUGURU,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,7,0,4,7,0,2,0,50.5,3,2,5,2
2018,4125,WEST,NGORORERO,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,7,2,4,7,4,0,0,54.5,3,1,6,2
2018,4126,SOUTH,NYARUGURU,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,7,0,5,4,0,0,0,42.0,3,1,4,1
2018,4127,SOUTH,HUYE,CENTRAL PLATEAU CASSAVA AND COFFEE ZONE,7,7,0,4,3,0,0,2,41.5,3,2,4,1
2018,4128,WEST,KARONGI,LAKE KIVU COFFEE ZONE,7,7,0,7,0,2,0,7,47.5,3,1,4,1
2018,4129,NORTH,MUSANZE,NORTHERN HIGHLAND BEANS AND WHEAT ZONE,7,7,0,3,7,2,0,0,43.5,3,1,5,2
2018,4130,NORTH,GICUMBI,"CENTRAL-NORTHERN HIGHLAND IRISH POTATO, BEANS AND VEGETABLE",7,7,0,7,2,0,2,3,52.5,3,1,5,2
2018,4131,NORTH,GICUMBI,"CENTRAL-NORTHERN HIGHLAND IRISH POTATO, BEANS AND VEGETABLE",7,7,0,6,7,2,0,7,50.0,3,1,5,2
2018,4132,NORTH,GICUMBI,"CENTRAL-NORTHERN HIGHLAND IRISH POTATO, BEANS AND VEGETABLE",7,7,0,7,2,0,0,0,43.0,3,2,4,1
2018,4133,SOUTH,NYAMAGABE,WEST CONGO-NILE CREST TEA ZONE,7,7,0,5,0,0,0,0,40.0,3,2,3,1
2018,4134,WEST,KARONGI,WEST CONGO-NILE CREST TEA ZONE,7,6,0,3,3,0,0,2,37.5,3,2,4,1
2018,4135,SOUTH,NYAMAGABE,EAST CONGO-NILE HIGHLAND SUBSISTENCE FARMING ZONE,7,3,0,4,0,0,0,0,27.0,2,3,3,1
